name,Date,Lived here...,Famous_for,Address,Hear the story,latitude,longitude,DIID,Parklane,Belgravia,
SCOTLAND YARD,(1829-1890),Site of. First Headquarters of the Metropolitan Police. Address: Ministry of Agriculture Building; Whitehall Place; SW1,,,,51.503769,-0.128417,,N,N,
SCOTT Captain Robert Falcon,(1868-1912),Antartic Explorer; lived here. Address: 56 Oakley Street; SW3,,,,51.483652,-0.167391,,N,N,
SCOTT; Sir George Gilbert,(1811-1878),Architect; lived here. Address: Admiral's House; Admiral's Walk; Hampstead; NW3,,,,51.55953,-0.180182,,N,N,
SCOTT; Sir Giles Gilbert,(1880-1960),Architect; designed this house and lived here 1926-1960. Address: Chester House; Clarendon Place; W2,,,,51.51226,-0.167428,,N,N,
SEACOLE; Mary,(1805-1881),Jamaican Nurse; Heroine of the Crimean War; lived here Address: 14 Soho Square; W1,,,,51.515614,-0.132592,,N,N,
SEFERIS; George,(1900-1971),Greek Ambassador; Poet and Nobel Laureate; lived here 1957-1962. Address: 51 Upper Brook Street; W1,,,,51.511552,-0.154246,,N,N,
"LENNON, John",(1940-1980),,"English singer, songwriter, and peace activist who gained worldwide fame as the founder, co-lead vocalist, and rhythm guitarist of the Beatles.","34 Montagu Square, Marylebone, London, W1H SLJ",,51.518705,-0.159996,,N,N,https://www.youtube.com/watch?v=jElg4X_ofD4
SHACKLETON; Sir Ernest Henry,(1874-1922),Antartic Explorer; lived here. Address: 12 Westwood Hill; SE26,,,,51.427768,-0.058746,,N,N,
SHARP; Cecil,(1859-1924),Collector of English folk songs and dances; lived here. Address: 4 Maresfield Gardens; NW3,,,,51.546647,-0.177674,,N,N,
SHAW; George Bernard,(XXXX),Lived in this house from 1887-1898. 'From the coffers of his genius he enriched the world'. Address: 29 Fitzroy Square; W1,,,,51.522977,-0.140774,,N,N,
SHAW; Richard Norman,(1831-1912),Architect; designed this house; in which he lived; worked and died Address: 6 Ellerdale Road; Hampstead; NW3,,,,51.554146,-0.179139,,N,N,
SHAW; Sir Eyre Massey,(1830-1908),First Chief Officer of the Metropolitan Fire Brigade; lived here 1878-1891. Address: Winchester House; 94 Southwark Bridge Road; SE1,,,,51.502533,-0.097345,,N,N,
SHE; Lao,(1899-1966),Chinese writer; lived here 1925-1928 Address: 31 St James&rsquo;s Gardens; Notting Hill; W11,,,,51.508559,-0.213042,,N,N,
"SHELLEY, Mary",(1797-1851),Lived here between 1846-1851,"English novelist who wrote the Gothic novel ""Frankenstein or The Modern Prometheus ""(1818).","24 Chester Square, SW1",https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.49497,-0.150396,Belgravia,N,Y,https://www.youtube.com/watch?v=mnMuxM_pKr8
SHELLEY; Mary,(1797-1851),Author of Frankenstein lived here; 1846-1851 Address: 24 Chester Square; SW1,,,,51.49497,-0.150396,,N,N,
SHELLEY; Percy Bysshe,(1792-1822),Poet; lived here; in 1811 Address: 15 Poland Street; W1,,,,51.514626,-0.137079,,N,N,
SHEPARD; E H,(1879-1976),Painter and Illustrator; lived here. Address: 10 Kent Terrace; Regent's Park; NW1,,,,51.527088,-0.16341,,N,N,
SHEPHERD; Thomas Hosmer,(1793-1864),Artist who portrayed London; lived here. Address: 26 Batchelor Street; N1,,,,51.535318,-0.107536,,N,N,
SHERATON; Thomas,(1751-1806),Furniture Designer; lived here. Address: 163 Wardour Street; W1,,,,51.514614,-0.134881,,N,N,
SHERIDAN; Richard Brinsley,(1751-1816),Dramatist and Statesman; lived here 1795-1802. Address: 10 Hertford Street; W1,,,,51.505744,-0.147884,,N,N,
SHERIDAN; Richard Brinsley,(1751-1816),Dramatist. Lived here.  Address: 14 Savile Row; W1,,,,51.510972,-0.140469,,N,N,
SHORT; Sir Frank,(1857-1945),Engraver and Painter; lived here. Address: 56 Brook Green; W6,,,,51.495762,-0.219446,,N,N,
SIBELIUS; Jean,(1865-1957),Composer; lived here in 1909. Address: 15 Gloucester Walk; Kensington; W8,,,,51.504535,-0.195116,,N,N,
SICKERT; Walter,(1860-1942),Painter and Etcher; lived and worked here. Address: 6 Mornington Crescent; NW1,,,,51.532622,-0.139879,,N,N,
SIEBE; Augustus,(1788-1872),Pioneer of the Diving Helmet lived an worked here. Address: 5 Denmark Street; WC2,,,,51.515408,-0.129184,,N,N,
SILVER STUDIO,(XXXX),"Established here in 1880. Arthur SILVER(1853-1896), Rex SILVER (1879-1965), Harry SILVER        (1881-1971), Designers; lived here. Address: 84 Brook Green Road; W6",,,,51.562981,-0.237943,,N,N,
SIM; Alastair,(1900-1976),Actor; lived here; 1953-1975 Address: 8 Frognal Gardens; NW3,,,,51.555719,-0.181467,,N,N,
SIMON; Sir John,(1816-1904),Pioneer of public health; lived here.  Address: 40 Kensington Square; W8,,,,51.500803,-0.190229,,N,N,
SINGH; Maharajah Duleep,(1838-1893),Last Ruler of Lahore; lived here 1881-1886 Address: 53 Holland Park; W11,,,,51.505952,-0.207861,,N,N,
SITWELL; Dame Edith,(1887-1964),Poet; lived here in Flat 42.  Address: Greenhill; Hampstead High Street; NW3,,,,51.55627,-0.17794,,N,N,
SLOANE; Sir Hans,(1660-1753),Physican and Benefactor of the British Museum; lived here 1695-1742.  Address: 4 Bloomsbury Place; WC1,,,,51.516998,-0.126966,,N,N,
SMILES; Samuel,(1812-1904),Author of 'Self Help'; lived here.  Address: 11 Granville Park; SE13,,,,51.465503,-0.008307,,N,N,
SMIRKE; Sir Robert,(1781-1867),Architect; lived here.  Address: 81 Charlotte Street; W1,,,,51.52033,-0.136646,,N,N,
SMITH; F.E.; Earl of Birkenhead,(1872-1930),Lawyer and Statesman; lived here.  Address: 32 Grosvenor Gardens; SW1,,,,51.488633,-0.129447,,N,N,
SMITH; Stevie,(1902-1971),Poet; lived here; 1906-1971 Address: 1 Avondale Road; N13,,,,51.624875,-0.104175,,N,N,
SMITH; Sydney,(1771-1845),Author and Wit; lived here.  Address: 14 Doughty Street; WC1,,,,51.52374,-0.11668,,N,N,
SMITH; W.H.,(1825-1891),Bookseller and Statesman; lived here.  Address: 12 Hyde Park Street; W2,,,,51.512986,-0.167796,,N,N,
SMITH; William; MP,(1756-1835),Pioneer of religious liberty; lived here.  Address: 16 Queen Anne's Gate; SW1,,,,51.500534,-0.133293,,N,N,
SOPWITH; Sir Thomas,(1888-1989),Aviator and Aircraft Manufacturer; lived here 1934-1940.  Address: 46 Green Street; Mayfair; W1,,,,51.512554,-0.15577,,N,N,
SOSEKI; Natsume,(1867-1916),Japanese Novelist lived here 1901-1902 Address: 81 The Chase; Clapham; SW4,,,,51.465585,-0.147383,,N,N,
SPILSBURY; Sir Bernard,(1877-1947),Forensic Pathologist; lived here 1912-1940 Address: 31 Marlborough Hill; NW8,,,,51.538123,-0.17759,,N,N,
SPURGEON; Charles Haddon,(1834-1892),Preacher; lived here.  Address: 99 Nightingale Lane; SW12,,,,51.450046,-0.15862,,N,N,
STANFORD; Sir Charles,(1852-1924),Musician; lived here 1894-1916.  Address: 56 Hornton Street; W8,,,,51.50279,-0.194953,,N,N,
STANHOPE; Charles; 3rd Earl,(1753-1816),Reformer and Inventor; lived here.  Address: 20 Mansfield Street; W1,,,,51.519346,-0.146109,,N,N,
STANLEY; Sir Henry Morton,(1841-1904),Explorer and Writer; lived and died here.  Address: 2 Richmond Terrace; Whitehall; SW1,,,,51.502966,-0.124925,,N,N,
STANLEY; W.F.R.,(1829-1909),Inventor; Manufacturer and Philanthropist; founded and designed these halls and technical school.  Address: Stanley Halls; 12 South Norwood Hill; South Norwood; SE25,,,,51.399973,-0.075474,,N,N,
STAUNTON; Howard,(1810-1874),British World Chess Champion; lived here 1871-1874.  Address: 117 Lansdowne Road; W11,,,,51.513302,-0.207338,,N,N,
STEER; Philip Wilson,(1860-1942),Painter; lived and died here.  Address: 109 Cheyne Walk; SW10,,,,51.481751,-0.175624,,N,N,
STEPHEN; Sir Leslie,(1832-1904),Scholar and Writer; lived here.  Address: 22 Hyde Park Gate; SW7,,,,51.499783,-0.181473,,N,N,
STEPHEN; Virginia (Virginia Woolf),(1882-1941),Novelist and Critic; lived here 1907-1911.  Address: 29 Fitzroy Square; W1,,,,51.522977,-0.140774,,N,N,
STEPHENSON; Robert,(1803-1859),Engineer; died here.  Address: 35 Gloucester Square; W2,,,,51.489895,-0.140624,,N,N,
STEVENS; Alfred,(1817-1875),Artist; lived here.  Address: 9 Eton Villas; NW3,,,,51.545299,-0.157804,,N,N,
STILL; Sir George Frederic,(1868-1941),Paediatrician; lived here.  Address: 28 Queen Anne Street; W1,,,,51.518141,-0.146592,,N,N,
STOKER; Bram,(1847-1912),,Author of 'Dracula',18 St Leonard's Terrace; SW3,https://ndiid.com/Dfl4wzongLrVeU0HQVnNYYe2W6gwfxKvJoX0-vd7Q9o,51.488646,-0.161115,"Chelsea, Between the Bridges",N,N,
STONE; Marcus,(1840-1921),Artist; lived here 1877-1921.  Address: 8 Melbury Road; Kensington; W14,,,,51.499382,-0.203903,,N,N,
STOTHARD; Thomas,(1755-1834),Painter and Illustrator; lived here.  Address: 28 Newman Street; W1,,,,51.517942,-0.135884,,N,N,
STRACHEY; Lytton,(1880-1932),Critic and Biographer; lived here.  Address: 51 Gordon Square; WC1,,,,51.523929,-0.129816,,N,N,
STRANG; William,(1859-1921),Painter and Etcher; lived here 1900-1921.  Address: 20 Hamilton Terrace; NW8,,,,51.527016,-0.177156,,N,N,
STREET; George Edmund,(1824-1881),Architect; lived here.  Address: 14 Cavendish Place; W1G,,,,51.517228,-0.143722,,N,N,
STUART; John McDouall,(1815-1866),First Explorer to cross Australia; lived and died here.  Address: 9 Campden Hill Square; W8,,,,51.50721,-0.20147,,N,N,
SVEVO; Italo (alias for SCHMITZ; Ettore),(1861-1928),Ettore Schmitz; alias; Italo Svevo; 1861-1928; Writer; lived here; 1903-1913 Address: 67 Charlton Church Lane; Charlton; SE7,,,,51.484972,0.033094,,N,N,
SWINBURNE; Algernon Charles,(1837-1909),"Poet and his friend; Theodore WATTS-DUNTON (1832-1914), Poet-Novelist-Critic; lived and died here.  Address: 11 Putney Hill; SW15",,,,51.459654,-0.217506,,N,N,
SZABO; Violett; GC,(1921-1945),Secret Agent; lived here. She gave her life for the French Resistance.  Address: 18 Burnley Road; Stockwell; SW9,,,,51.470678,-0.119465,,N,N,
TAGLIONI; Marie,(1809-1884),Ballet Dancer; lived here in 1875-1876. Address: 14 Connaught Square; W2,,,,51.514781,-0.163795,,N,N,
TAGORE; Rabindranath,(1861-1941),Indian Poet; stayed here in 1912. Address: 3 Villas on the Health; Vale of Heath; Hampstead; NW3,,,,51.553015,-0.163253,,N,N,
TALLEYRAND; Prince,(1754-1838),French Statesman and Diplomatist; lived here. Address: 21 Hanover Square; W1,,,,51.514211,-0.143505,,N,N,
TALLIS; John,(1816-1876),Publisher of 'London Street View'; lived here. Address: 233 New Cross Road; SE14,,,,51.474316,-0.04368,,N,N,
TAUBER; Richard,(1891-1948),Lyric Tenor; lived here in flat 297 1947-1948. Address: Park West; Edgware Road; W2,,,,51.5215,-0.172196,,N,N,
TAWNEY; R. H.,(1880-1962),Historian; Teacher and Political Writer; lived here. Address: 21 Mecklenburgh Square; WC1,,,,51.525518,-0.117979,,N,N,
TELEVISION,(XXXX),"The world's first regular, high definition television service  was inaugurated here by the B.B.C.on 2 November 1936 Address: Alexandra Palace; Wood Green; N22",,,,51.591273,-0.132861,,N,N,
TEMPEST; Dame Marie,(1864-1942),Actress; lived here 1899-1902. Address: 24 Park Crescent; W1,,,,51.522889,-0.146281,,N,N,
"TENNYSON, Alfred Lord",(1809-1892),,Poet,"9 Upper Belgrave Street, SW1",https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.497803,-0.149899,Belgravia,N,Y,
TERRY; Dame Ellen,(1847-1928),Actress; lived here. Address: 22 Barkston Gardens; SW5,,,,51.492258,-0.19101,,N,N,
THACKERAY; William Makepeace,(1811-1863),Novelist; lived here. Address: 2 Palace Green; W8,,,,51.351996,-0.035704,,N,N,
THOMAS; Dylan,(1914-1953),Poet; lived here. Address: 54 Delancey Street; NW1,,,,51.536383,-0.144493,,N,N,
THOMAS; Edward,(1878-1917),Essayist and Poet; lived here. Address: 61 Shelgate Road; SW11,,,,51.459949,-0.162448,,N,N,
THOMPSON; Sir Benjamin; Count Rumford,(1753-1814),Inventor and Adventurer; lived here. Address: 168 Brompton Road; Knightsbridge; SW3,,,,51.499116,-0.164548,,N,N,
THOMSON; James,(1700-1748),Poet; Author of Rule Britannia; lived and died here Address: The Royal Hospital; Kew Foot Road; Richmond,,,,51.469939,-0.308404,,N,N,
THORNDYKE; Dame Sybil,(1882-1976),Actress; lived here 1921-1932. Address: 6 Carlyle Square; Chelsea; SW3,,,,51.486738,-0.17306,,N,N,
THORNE; Will,(1857-1946),Trade Union Leader and Labour M.P.; lived here. Address: 1 Lawrence Road; West Ham; E13,,,,51.535836,0.026688,,N,N,
THORNYCROFT; Sir Hamo,(1850-1925),Sculptor; lived here. Address: 2b Melbury Road; W14,,,,51.498948,-0.205054,,N,N,
TILAK; Lokamanya,(1856-1920),Indian Patriot and Philosopher; lived here 1918-1919. Address: 10 Howley Place; W2,,,,51.521614,-0.179601,,N,N,
TOWNLEY; Charles,(1737-1805),Antiquary and Collector; lived here. Address: 14 Queen Anne's Gate; SW1,,,,51.500545,-0.133148,,N,N,
TOYNBEE; Joseph,(1815-1866),"Aural Surgeon; and his son TOYNBEE; Arnold (1852-1883), Social Philosopher; lived here 1854-1866 Address: Beech Holme; 49 Wimbledon Parkside; SW19",,,,51.413765,-0.177102,,N,N,
TRAVERS; P.L.,(1899-1996),Author of Mary Poppins series,,,https://ndiid.com/Dfl4wzongLrVeU0HQVnNYYe2W6gwfxKvJoX0-vd7Q9o,"51.489370,",-0.164011,"Chelsea, Between the Bridges",N,N,
TREE; Sir Herbert Beerbohm,(1853-1917),Actor-Manager; lived here. Address: 31 Rosary Gardens; SW7,,,,51.491969,-0.182668,,N,N,
TREVES; Sir Frederick,(1853-1923),Surgeon lived here 1886-1907. Address: 6 Wimpole Street; W1,,,,51.520285,-0.149242,,N,N,
TROLLOPE; Anthony,(1815-1882),Novelist; lived here. Address: 39 Montagu Square; W1,,,,51.518421,-0.159743,,N,N,
TURING; Alan,(1912-1954),Code-Breaker and Pioneer of Computer Science was born here. Address: 2 Warrington Cresent; Maida Vale; W9,,,,51.524309,-0.184246,,N,N,
TURNER; J.M.W.; RA,(1775-1851),Painter; designed and lived in this house. Address: 40 Sandycoombe Road; Twickenham,,,,51.453664,-0.316374,,N,N,
TUSSAUD; Madame Marie,(1761-1850),Artist in Wax; lived here 1838-1839 Address: 24 Wellington Road; St John's Wood; NW8,,,,51.532512,-0.172039,,N,N,
TWAIN; Mark (alias of Samuel Langhorne Clemens),(1835-1910),Samuel L.; Clemens; 'Mark Twain'; 1835-1910; American Writer; lived here in; 1896-7 Address: 23 Tedworth Square; SW3,,,,51.487067,-0.162803,,N,N,
TWEED; John,(1863-1933),Sculptor; lived here. Address: 108 Cheyne Walk; SW10,,,,51.481775,-0.175479,,N,N,
TYBURN TREE,(XXXX),Site of Tyburn Tree Address: Traffic Island at the junction of Edgware Road and Bayswater Road; W2,,,,51.512439,-0.160184,,N,N,
UNDERHILL; Evelyn,(1875-1941),Christian Philosopher and Teacher; lived here 1907-1939. Replaces plaque put up in 1975. Address: 50 Campden Hill Square; W8,,,,51.507545,-0.202535,,N,N,
UNITED STATES EMBASSY,(1863-1866),Henry Brooks; Adams; 1838-1918; U.S. Historian; lived here Address: 98 Portland Place; Westminster; W1,,,,51.522924,-0.146103,,N,N,
UNWIN; Sir Stanley,(1884-1968),Publisher; was born here. Address: 13 Handen Road; SE12,,,,51.452997,0.010305,,N,N,
VAN BUREN; Martin,(1782-1862),Eighth US President; lived here. Address: 7 Stratford Place; W1,,,,51.51493,-0.149299,,N,N,
VAN GOGH; Vincent,(1853-1890),Painter; lived here 1873-1874. Address: 87 Hackford Road; SW9,,,,51.474339,-0.115396,,N,N,
VANE; Sir Harry,(1612-1662),Statesman; lived here. Born 1612; beheaded 1662. Address: Vane House; Rosslyn Hill; NW3,,,,51.554312,-0.171542,,N,N,
VAUGHAN WILLIAMS; Ralph,(1872-1958),Composer; lived here from 1953 until his death. Address: 10 Hanover Terrace; Regent's Park; NW1,,,,51.52783,-0.162713,,N,N,
VENTRIS; Michael,(1922-1956),Architect and Decipherer of Linear B script; lived here. Address: 19 North End; Hampstead; NW3,,,,51.567519,-0.181639,,N,N,
VIVEKANANDA; Swami,(1863-1902),Hindu Philosopher; lived here in 1896 Address: 63 St George's Drive; SW1,,,,51.490382,-0.142946,,N,N,
VON H&Uuml;GEL; Baron Friedrich,(1852-1925),Theologian; lived here 1882-1903. Address: 4 Holford Road; NW3,,,,51.560271,-0.177516,,N,N,
VOYSEY; C.F.A.,(1857-1941),Architect and Designer; lived here. Address: 6 Carlton Hill; St John's Wood; NW8,,,,51.537228,-0.179275,,N,N,
WAINWRIGHT; Lincoln Stanhope,(1847-1929),Vicar of St Peter's; London Docks; lived here 1884-1929. Address: Clergy House; Wapping Lane; E1,,,,51.508426,-0.051334,,N,N,
WAKLEY; Thomas,(1795-1862),Reformer and Founder of 'The Lancet'; lived here. Address: 35 Bedford Square; WC1,,,,51.520059,-0.124139,,N,N,
WALEY; Arthur,(1889-1966),Poet; Translator and Orientalist; lived and died here. Address: 50 Southwood Lane; Highgate Village; N6,,,,51.572627,-0.148851,,N,N,
WALKER; Sir Emery,(1851-1933),Typographer and Antiquary; lived here 1903-1933. Address: 7 Hammersmith Terrace; W6,,,,51.493258,-0.219126,,N,N,
WALLACE; Alfred Russel,(1823-1913),Naturalist; lived here. Address: 44 St Peter's Road,,,,51.36443,-0.095369,,N,N,
WALLACE; Edgar,(1875-1932),Writer; lived here. Address: 6 Tressillian Crescent; SE4,,,,51.464058,-0.026866,,N,N,
WALPOLE; Sir Robert,(1676-1745),"Prime Minister; and his son Horace WALPOLE (1717-1797), Connoisseur and Man of Letters; lived here. Address: 5 Arlington Street; SW1",,,,51.507124,-0.141024,,N,N,
WALTER; John,(1739-1812),Founder of 'The Times'; lived here. Address: 113 Clapham Common North Side; SW4,,,,51.461262,-0.159502,,N,N,
WARLOCK; Peter (alias of Philip Arnold Hesseltine) ,(1894-1930),Philip Arnold; Heseltine; Peter Warlock; 1894-1930; Composer; lived here Address: 30 Tite Street; SW3,,,,51.485952,-0.161112,,N,N,
WATERHOUSE; Alfred,(1830-1905),Architect; lived here. Address: 61 New Cavendish Street; W1,,,,51.519476,-0.146434,,N,N,
WATERHOUSE; John William,(1849-1917),Painter; lived here; 1900-1917 Address: 10 Hall Road; NW8,,,,51.529318,-0.179373,,N,N,
WAUGH; Benjamin,(1839-1908),Founder of the National Society for the Prevention of Cruelty to Children; lived here. Address: 26 Croom's Hill; SE10,,,,51.478481,-0.007301,,N,N,
WAUGH; Evelyn,(1903-1966),Writer; lived here. Address: 145 North End Road; Golders Green; NW11,,,,51.56955,-0.186145,,N,N,
WEBB; Sidney,(1859-1947),"and Beatrice WEBB (1858-1943), Social Scientists and Political Reformers; lived here. Address: 10 Netherhall Gardens; NW3",,,,51.548457,-0.179224,,N,N,
WEISZ; Victor; 'Vicky',(1913-1966),Cartoonist; lived in a flat in this building. Address: 35 Welbeck Street; W1G,,,,51.517238,-0.149193,,N,N,
WEIZMANN; Chaim,(1874-1952),Scientist and Statesman. First President of the State of Israel; lived here. Address: 67 Addison Road; W14,,,,51.500447,-0.20807,,N,N,
WELLCOME; Sir Henry,(1853-1936),Pharmacist; Founder of the Wellcome Trust and Foundation; lived here; Address: 6 Gloucester Gate; NW1,,,,51.534377,-0.147423,,N,N,
WELLS; H.G.,(1866-1946),Writer; lived and died here. Address: 13 Hanover Terrace; NW1,,,,51.528008,-0.163004,,N,N,
WESLEY; Charles,(1707-1788),"Divine and Hymn Writer; lived and died in a house on this site; and his sons Charles (1757-1834), and Samuel        (1766-1837), Musicians; also lived here. Address: 1 Wheatley Street; W1G",,,,51.519515,-0.150442,,N,N,
WESLEY; John,(1703-1791),Evangelist; and Founder of Methodism; lived here. Address: 47 City Road; EC1,,,,51.529437,-0.096361,,N,N,
WESTMACOTT; Sir Richard,(1775-1856),Sculptor; lived and died here. Address: 14 South Audley Street; W1,,,,51.45759,-0.99084,,N,N,
WHALL; Christopher Whitworth,(1849-1924),Stained Glass Artist; lived here. Address: 19 Ravenscourt Road; W6,,,,51.495342,-0.236532,,N,N,
WHEATSTONE; Sir Charles,(1802-1875),Scientist and Inventor; lived here. Address: 19 Park Crescent; W1,,,,51.522889,-0.146281,,N,N,
WHEELER; Sir Mortimer,(1890-1976),Archaeologist; lived here. Address: 27 Whitcomb Street; WC2,,,,51.509137,-0.130483,,N,N,
WHISTLER; James Abbott McNeil,(1834-1903),Painter and Etcher; lived here. Address: 96 Cheyne Walk; SW10,,,,51.481902,-0.174618,,N,N,
WHITAKER; Joseph,(1820-1895),Publisher; Founder of Whitaker's Almanack; lived and died here. Address: White Lodge; 68 Silver Street; Enfield; EN1,,,,51.654247,-0.08064,,N,N,
WHITE; William Hale (Mark Rutherford) ,(1831-1913),Novelist; lived here. Address: 19 Park Hill; Carshalton,,,,51.360775,-0.169141,,N,N,
WILBERFORCE; William,(1759-1833),Opponent of slavery; died here. Address: 44 Cadogan Place; SW1,,,,51.492028,-0.159603,,N,N,
WILBERFORCE; William,(1759-1833),On the site behind this house stood until 1904 Broomwood House - formerly Broomfield - where William Wilberforce resided during the campaign against slavery which he successfully conducted in Parliament. Address: 111 Broomwood Road; SW11,,,,51.454482,-0.160117,,N,N,
WILBERFORCE; William,(XXXX),The Clapham Sect worshipped in this church. Their campaigning resulted in the abolition of slavery in the British Dominions 1833. Address: Holy Trinity Church; Clapham Common; SW4,,,,51.458436,-0.145084,,N,N,
WILDE; Lady Jane Francesca 'Speranza',(1821-1896),Poet and Essayist lived here 1887-1896. Address: 87 Oakley Street; Chelsea; SW3,,,,51.485558,-0.16883,,N,N,
WILDE; Oscar,(1854-1900),,Wit and Dramatist,34 Tite Street; SW3,https://ndiid.com/Dfl4wzongLrVeU0HQVnNYYe2W6gwfxKvJoX0-vd7Q9o,51.485791,-0.160885,"Chelsea, Between the Bridges",N,N,
WILLAN; Dr Robert,(1757-1812),Dermatologist; lived here. Address: 10 Bloomsbury Square; WC1,,,,51.518617,-0.123183,,N,N,
WILLIS; 'Father' Henry,(1821-1901),Organ Builder; lived here. Address: 9 Rochester Terrace; NW1,,,,51.544822,-0.139152,,N,N,
WILLOUGHBY; Sir Hugh,(XXXX),This tablet is in memory of Sir Hugh WILLOUGHBY; Stephen BOROUGH ; William BOROUGH ; Sir Martin FROBISHER and other navigators who; in the latter half of the sixteenth century; set sail from this reach of the River Thames near Ratcliff Cross to explore the northern seas Address: King Edward Memorial Park; Shadwell; E1,,,,51.508426,-0.051334,,N,N,
WILSON; Edward Adrian,(1872-1912),Antarctic Explorer and Naturalist; lived here. Address: Battersea Vicarage; 42 Vicarage Crescent; SW11,,,,51.47385,-0.176965,,N,N,
WINANT; John Gilbert,(1889-1947),United States Ambassador 1941-1946; lived here. Address: 7 Aldford Street; W1,,,,51.508632,-0.153454,,N,N,
WINGFIELD; Major Walter Clopton,(1833-1912),Father of lawn tennis; lived here. Address: 33 St George's Square; SW1,,,,51.488806,-0.134888,,N,N,
WODEHOUSE; P.G.,(1881-1975),Writer; lived here. Address: 17 Dunraven Street; W1,,,,51.512508,-0.157233,,N,N,
WOLFE; General James,(1727-1759),Victor of Quebec; lived here. Address: Macartney House; Greenwich Park; SE10,,,,51.496612,0.008792,,N,N,
WOLSELEY; Garnet; 1st Viscount,(1833-1913),Field-Marshal; lived in this house. Address: Ranger$s House; Chesterfield Walk; Blackheath; SE10,,,,51.496612,0.008792,,N,N,
WOOD; Edward; 1st Earl of Halifax,(1881-1959),Statesman; Viceroy of India and Foreign Secretary; lived here. Address: 86 Eaton Square; SW1,,,,51.495578,-0.153117,,N,N,
WOOD; Sir Henry,(1869-1944),Musician; lived here. Address: 4 Elsworthy Road; NW3,,,,51.54206,-0.162505,,N,N,
WOOLF; Leonard and Virginia,(XXXX),lived in this house 1915-1924 and founded the Hogarth Press in 1917. Address: Hogath House; 34 Paradise Road,,,,51.460461,-0.300798,,N,N,
WREN; Sir Christopher,(1632-1723),Architect; lived here. Address: The Old Court House; Hampton Court Green; East Molesey,,,,51.396254,-0.372288,,N,N,
WYATT; Thomas Henry,(1807-1880),Architect; lived and died here. Address: 77 Great Russell Street; WC1,,,,51.51929,-0.123586,,N,N,
WYATVILLE; Sir Jeffry,(1766-1840),Architect; lived and died here. Address: 39 Brook Street; Mayfair; W1,,,,51.512976,-0.146834,,N,N,
WYNDHAM; Sir Charles,(1837-1919),Actor-Manager; lived and died here. Address: 20 York Terrace East; NW1,,,,51.524128,-0.149878,,N,N,
YEATS; William Butler,(1865-1939),Irish Poet and Dramatist; lived here. Address: 23 Fitzroy Road; NW1,,,,51.540184,-0.154509,,N,N,
YOUNG; Thomas,(1773-1829),Man of Science; lived here. Address: 48 Welbeck Street; W1,,,,51.517914,-0.149542,,N,N,
ZANGWILL; Israel,(1864-1926),Writer and Philanthropist; lived here. Address: 288 Old Ford Road; Bethnal Green; E2,,,,51.534098,-0.038971,,N,N,
ZOFFANY; Johann,(1733-1810),Painter; lived here 1790-1810. Address: 65 Strand-on-the-Green; Chiswick; W4,,,,51.487668,-0.286394,,N,N,
ZOLA; Emile,(1840-1902),French Novelist; lived here 1898-1899. Address: Queen's Hotel; 122 Church Road; Upper Norwood; SE19,,,,51.414811,-0.083127,,N,N,
